actual_cost,ccg,date,items,quantity,row_id,row_name,setting
2949.93,14L,01/06/2015,591,28033,P84012,NORTHENDEN GROUP PRACTICE,4
2062.36,14L,01/06/2015,298,11319,P84014,RK MEDICAL PRACTICE,4
1355.42,14L,01/06/2015,326,13740,P84016,LEVENSHULME MEDICAL PRACTICE,4
2338.66,14L,01/06/2015,380,16349,P84017,LADYBARN GROUP PRACTICE,4
1442.58,14L,01/06/2015,160,7085,P84018,MAULDETH MEDICAL CENTRE,4
3714.78,14L,01/06/2015,564,24797,P84019,VALENTINE MEDICAL CENTRE,4
3315.4,14L,01/06/2015,520,22516,P84020,PEEL HALL MEDICAL CENTRE,4
2056.76,14L,01/06/2015,388,15528,P84021,THE MAPLES MEDICAL CENTRE,4
1196.21,14L,01/06/2015,277,10728,P84022,KINGSWAY MEDICAL PRACTICE,4
1581.44,14L,01/06/2015,279,12203,P84023,SURREY LODGE PRACTICE,4
4924.47,14L,01/06/2015,591,24740,P84024,BOWLAND MEDICAL PRACTICE,4
1521.9,14L,01/06/2015,382,16455,P84025,ST GEORGE'S MEDICAL CENTRE,4
953,14L,01/06/2015,184,8984,P84026,DICKENSON ROAD MEDICAL CENTRE,4
1249.31,14L,01/06/2015,229,9887,P84027,WEST POINT MEDICAL CENTRE,4
2637.59,14L,01/06/2015,596,24734,P84028,GORTON MEDICAL CENTRE,4
4372.5,14L,01/06/2015,687,33351,P84029,BENCHILL MEDICAL PRACTICE,4
4921.94,14L,01/06/2015,630,37970,P84030,NEW COLLEGIATE MEDICAL CENTRE,4
1695.24,14L,01/06/2015,358,16697,P84032,DRS HANIF & BANNURU,4
1256.91,14L,01/06/2015,215,9227,P84033,BEACON MEDICAL CENTRE,4
2568.02,14L,01/06/2015,404,20103,P84034,BARLOW MEDICAL CENTRE,4
3069.15,14L,01/06/2015,539,20793,P84035,BODEY MEDICAL CENTRE,4
1705.59,14L,01/06/2015,290,14860,P84037,DR CUNNINGHAM & PARTNERS,4
1723.52,14L,01/06/2015,304,13575,P84038,ASHVILLE SURGERY,4
965.23,14L,01/06/2015,197,9086,P84039,THE RANGE MEDICAL CENTRE,4
1703.7,14L,01/06/2015,283,11948,P84040,CONRAN MEDICAL CENTRE,4
1747.42,14L,01/06/2015,368,16318,P84041,CORNERSTONE FAMILY PRACTICE,4
1702,14L,01/06/2015,333,14932,P84042,FLORENCE HOUSE MEDICAL PRACTICE,4
3420.78,14L,01/06/2015,522,23722,P84043,CORNISHWAY GROUP PRACTICE,4
1361.11,14L,01/06/2015,310,12111,P84045,THE PARK MEDICAL CENTRE,4
2892.96,14L,01/06/2015,397,19728,P84046,CHEETHAM HILL PRIMARY CARE CENTRE,4
1048.33,14L,01/06/2015,283,11635,P84047,DROYLSDEN RD FAMILY PRACTICE,4
1651.8,14L,01/06/2015,378,13366,P84048,TREGENNA GROUP PRACTICE,4
4725.39,14L,01/06/2015,795,37656,P84049,THE AVENUE MEDICAL CENTRE,4
1529.07,14L,01/06/2015,287,15299,P84050,MOUNT ROAD SURGERY,4
1437.23,14L,01/06/2015,309,12572,P84051,EASTLANDS MEDICAL CENTRE,4
1524.2,14L,01/06/2015,379,16435,P84052,WEST GORTON MEDICAL PRACTICE,4
2694.63,14L,01/06/2015,341,18316,P84053,ASHCROFT SURGERY,4
2134.94,14L,01/06/2015,403,16391,P84054,WHITLEY ROAD MEDICAL CENTRE,4
867.06,14L,01/06/2015,151,7311,P84055,MERSEYBANK SURGERY,4
1065.53,14L,01/06/2015,210,9521,P84056,PRINCESS ROAD SURGERY,4
1753.94,14L,01/06/2015,420,17056,P84059,LIME SQUARE MEDICAL CENTRE,4
1756.25,14L,01/06/2015,243,9793,P84061,BROOKLANDS MEDICAL PRACTICE,4
58.33,14L,01/06/2015,4,270,P84062,BROOKDALE SURGERY,4
827.31,14L,01/06/2015,164,7343,P84064,NEW ISLINGTON MEDICAL CENTRE,4
825.88,14L,01/06/2015,189,7783,P84065,THE SINGH MEDICAL PRACTICE,4
1180.28,14L,01/06/2015,214,8794,P84066,DAVID MEDICAL CENTRE,4
2803.01,14L,01/06/2015,439,20711,P84067,HAZELDENE MEDICAL CENTRE,4
1471.62,14L,01/06/2015,276,13201,P84068,CHORLTON FAMILY PRACTICE,4
1159.03,14L,01/06/2015,243,10986,P84070,NEWTON HEATH MEDICAL CENTRE,4
1095.85,14L,01/06/2015,185,7660,P84071,WILBRAHAM SURGERY,4
2584.98,14L,01/06/2015,484,22361,P84072,THE ROBERT DARBISHIRE PRACTICE,4
2437.91,14L,01/06/2015,420,23626,P84074,WELLFIELD MEDICAL CENTRE,4
358.47,14L,01/06/2015,56,2155,P84605,FERNCLOUGH SURGERY,4
893.16,14L,01/06/2015,218,8759,P84611,"DR CHIU, KOH AND GAN",4
794.99,14L,01/06/2015,223,10754,P84616,MANCHESTER MEDICAL,4
82.9,14L,01/06/2015,34,780,P84623,ALEESHAN MEDICAL CENTRE,4
981.86,14L,01/06/2015,199,8971,P84626,WILMSLOW ROAD SURGERY,4
78.92,14L,01/06/2015,4,294,P84627,DR TIWARI'S PRACTICE,4
2290.69,14L,01/06/2015,275,11571,P84630,THE ARCH MEDICAL PRACTICE,4
694.09,14L,01/06/2015,115,4153,P84631,ARTANE MEDICAL CENTRE,4
568.49,14L,01/06/2015,124,7314,P84635,THE WHITSWOOD PRACTICE,4
587.53,14L,01/06/2015,116,4759,P84637,DR KHAN'S PRACTICE,4
444.3,14L,01/06/2015,55,2655,P84639,FALLOWFIELD MEDICAL CENTRE,4
1319.43,14L,01/06/2015,102,5321,P84640,QUEENS MEDICAL CENTRE,4
683.34,14L,01/06/2015,178,8636,P84644,PARKSIDE SURGERY,4
1953.98,14L,01/06/2015,368,16638,P84645,PARK VIEW MEDICAL CENTRE,4
1034.81,14L,01/06/2015,143,7814,P84650,THE ALEXANDRA PRACTICE,4
666.97,14L,01/06/2015,173,6179,P84651,NORTHERN MOOR MEDICAL PRACTICE,4
3096.84,14L,01/06/2015,277,10341,P84652,CORKLAND ROAD MEDICAL PRACTICE,4
1527.5,14L,01/06/2015,199,8039,P84663,THE NEVILLE FAMILY CENTRE,4
313.03,14L,01/06/2015,94,3151,P84665,AL-SHIFA MEDICAL CENTRE,4
2079.2,14L,01/06/2015,279,11628,P84669,CORNBROOK MEDICAL PRACTICE,4
975.23,14L,01/06/2015,181,7995,P84672,WOODLANDS MEDICAL PRACTICE,4
2065.12,14L,01/06/2015,365,15252,P84673,ANCOATS URBAN VILLAGE MEDICAL PRACTICE,4
908.16,14L,01/06/2015,133,6012,P84676,OSWALD ROAD MEDICAL PRACTICE,4
3400.81,14L,01/06/2015,602,26081,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,4
223.17,14L,01/06/2015,59,1932,P84679,WILLOWBANK SURGERY,4
732.99,14L,01/06/2015,94,4288,P84682,BURNAGE HEALTHCARE PRACTICE,4
1002.22,14L,01/06/2015,158,6267,P84683,THE DOC'S SURGERY,4
1002.42,14L,01/06/2015,129,4930,P84684,JOLLY MEDICAL CENTRE,4
1016.19,14L,01/06/2015,178,9731,P84689,LONGSIGHT MEDICAL PRACTICE,4
576.6,14L,01/06/2015,170,5327,P84690,DAM HEAD MEDICAL CENTRE,4
2.36,14L,01/06/2015,1,200,P84696,COMMUNITY PAEDIATRICIANS,9
2023.42,14L,01/06/2015,538,19116,Y00707,PCEC,1
120.27,14L,01/06/2015,10,182,Y01249,BUCCLEUCH LODGE ICF,0
1717.23,14L,01/06/2015,136,6485,Y01695,MP VICTORIA MILL,4
31.24,14L,01/06/2015,10,131,Y02210,INTERMEDIATE CARE,9
89.34,14L,01/06/2015,14,659,Y02211,GORTON PARKS INTERMEDIATE CARE UNIT,9
550.29,14L,01/06/2015,116,5607,Y02325,CHARLESTOWN MD,4
1302.84,14L,01/06/2015,74,10358,Y02330,NURSING HOME PROJECT TEAM (SOUTH),14
1223.87,14L,01/06/2015,162,10012,Y02520,SIMPSON MEDICAL PRACTICE,4
3531.26,14L,01/06/2015,494,34105,Y02591,GTD HEALTHCARE GP SERVICE OOH,2
1883.9,14L,01/06/2015,463,14649,Y02849,CITY HEALTH CENTRE,4
1830.19,14L,01/06/2015,378,17447,Y02890,HAWTHORN MC,4
952.64,14L,01/06/2015,189,10817,Y02960,NEW BANK HEALTH,4
10,14L,01/06/2015,3,74,Y03328,TURNING POINT SMITHFIELD SERVICE,9
50.14,14L,01/06/2015,3,420,Y04084,PAHNT COMMUNITY SERVICES,9
3.05,14L,01/06/2015,1,56,Y04085,MFT CHILDRENS COMMUNITY SERVICES,9
11.42,14L,01/06/2015,6,364,Y04086,MFT ADULT COMMUNITY SERVICES,9
2.5,14L,01/06/2015,2,200,Y04087,UHSM COMMUNITY SERVICES,9
168.42,14L,01/06/2015,10,1678,Y04380,CRISIS RESPONSE TEAM,9
758.4,14L,01/06/2015,179,8535,Y04477,PRIMARY CARE MANCHESTER LIMITED,0
16.3,14L,01/06/2015,3,56,Y04584,INTERMEDIATE CARE (THE PEELE),0
29.66,14L,01/06/2015,8,295,Y04605,SMGPF,9
72.52,14L,01/06/2015,18,970,Y04983,NORTHERN HEALTH HUB 1,0
3382.59,14L,01/07/2015,395,17474,P84004,FIVE OAKS FAMILIY PRACTICE,4
807.17,14L,01/07/2015,147,6314,P84005,THE VALLANCE CENTRE,4
1721.9,14L,01/07/2015,296,15823,P84009,AILSA CRAIG MEDICAL CENTRE,4
1742.01,14L,01/07/2015,315,13342,P84010,THE BORCHARDT MEDICAL CENTRE,4
3890.72,14L,01/07/2015,639,30501,P84012,NORTHENDEN GROUP PRACTICE,4
1511.34,14L,01/07/2015,342,11921,P84014,RK MEDICAL PRACTICE,4
2498.13,14L,01/07/2015,411,20088,P84016,LEVENSHULME MEDICAL PRACTICE,4
2804.16,14L,01/07/2015,472,19451,P84017,LADYBARN GROUP PRACTICE,4
694.63,14L,01/07/2015,98,3943,P84018,MAULDETH MEDICAL CENTRE,4
3913.75,14L,01/07/2015,571,24484,P84019,VALENTINE MEDICAL CENTRE,4
3187.02,14L,01/07/2015,481,18412,P84020,PEEL HALL MEDICAL CENTRE,4
3119.11,14L,01/07/2015,565,23944,P84021,THE MAPLES MEDICAL CENTRE,4
1413.24,14L,01/07/2015,314,12149,P84022,KINGSWAY MEDICAL PRACTICE,4
1785.87,14L,01/07/2015,269,12707,P84023,SURREY LODGE PRACTICE,4
3807.24,14L,01/07/2015,610,19566,P84024,BOWLAND MEDICAL PRACTICE,4
1870.31,14L,01/07/2015,364,16556,P84025,ST GEORGE'S MEDICAL CENTRE,4
1323.59,14L,01/07/2015,182,10435,P84026,DICKENSON ROAD MEDICAL CENTRE,4
1418.93,14L,01/07/2015,216,10820,P84027,WEST POINT MEDICAL CENTRE,4
2523.74,14L,01/07/2015,477,19163,P84028,GORTON MEDICAL CENTRE,4
4468.12,14L,01/07/2015,687,36197,P84029,BENCHILL MEDICAL PRACTICE,4
5564.51,14L,01/07/2015,623,33608,P84030,NEW COLLEGIATE MEDICAL CENTRE,4
1795.12,14L,01/07/2015,348,16820,P84032,DRS HANIF & BANNURU,4
1290.28,14L,01/07/2015,218,8939,P84033,BEACON MEDICAL CENTRE,4
2615.61,14L,01/07/2015,432,20277,P84034,BARLOW MEDICAL CENTRE,4
2977.43,14L,01/07/2015,525,21377,P84035,BODEY MEDICAL CENTRE,4
1521.91,14L,01/07/2015,300,13065,P84037,DR CUNNINGHAM & PARTNERS,4
2130.13,14L,01/07/2015,327,16546,P84038,ASHVILLE SURGERY,4
1067.96,14L,01/07/2015,170,8479,P84039,THE RANGE MEDICAL CENTRE,4
1726.03,14L,01/07/2015,283,11992,P84040,CONRAN MEDICAL CENTRE,4
2177.64,14L,01/07/2015,391,15558,P84041,CORNERSTONE FAMILY PRACTICE,4
1938,14L,01/07/2015,356,13719,P84042,FLORENCE HOUSE MEDICAL PRACTICE,4
3007.72,14L,01/07/2015,461,22701,P84043,CORNISHWAY GROUP PRACTICE,4
1743.69,14L,01/07/2015,314,11429,P84045,THE PARK MEDICAL CENTRE,4
2832.32,14L,01/07/2015,491,24689,P84046,CHEETHAM HILL PRIMARY CARE CENTRE,4
1263.91,14L,01/07/2015,318,12463,P84047,DROYLSDEN RD FAMILY PRACTICE,4
2186.81,14L,01/07/2015,404,16046,P84048,TREGENNA GROUP PRACTICE,4
4520.3,14L,01/07/2015,780,34049,P84049,THE AVENUE MEDICAL CENTRE,4
1711.96,14L,01/07/2015,284,13352,P84050,MOUNT ROAD SURGERY,4
1273.32,14L,01/07/2015,260,12302,P84051,EASTLANDS MEDICAL CENTRE,4
1536.65,14L,01/07/2015,371,16582,P84052,WEST GORTON MEDICAL PRACTICE,4
1841.43,14L,01/07/2015,305,14814,P84053,ASHCROFT SURGERY,4
2020.54,14L,01/07/2015,415,16051,P84054,WHITLEY ROAD MEDICAL CENTRE,4
885.19,14L,01/07/2015,158,7137,P84055,MERSEYBANK SURGERY,4
874.59,14L,01/07/2015,191,10381,P84056,PRINCESS ROAD SURGERY,4
1820.44,14L,01/07/2015,367,15494,P84059,LIME SQUARE MEDICAL CENTRE,4
1378.75,14L,01/07/2015,205,10017,P84061,BROOKLANDS MEDICAL PRACTICE,4
26.95,14L,01/07/2015,10,191,P84062,BROOKDALE SURGERY,4
707.23,14L,01/07/2015,162,6099,P84064,NEW ISLINGTON MEDICAL CENTRE,4
800.88,14L,01/07/2015,182,7727,P84065,THE SINGH MEDICAL PRACTICE,4
1343.75,14L,01/07/2015,244,9281,P84066,DAVID MEDICAL CENTRE,4
2213.27,14L,01/07/2015,437,18625,P84067,HAZELDENE MEDICAL CENTRE,4
1896.4,14L,01/07/2015,276,13077,P84068,CHORLTON FAMILY PRACTICE,4
1388.75,14L,01/07/2015,273,11876,P84070,NEWTON HEATH MEDICAL CENTRE,4
905.45,14L,01/07/2015,162,6420,P84071,WILBRAHAM SURGERY,4
2224.45,14L,01/07/2015,410,18508,P84072,THE ROBERT DARBISHIRE PRACTICE,4
2305.6,14L,01/07/2015,361,18686,P84074,WELLFIELD MEDICAL CENTRE,4
227.8,14L,01/07/2015,63,2415,P84605,FERNCLOUGH SURGERY,4
1062.98,14L,01/07/2015,205,8913,P84611,"DR CHIU, KOH AND GAN",4
1107.6,14L,01/07/2015,231,12275,P84616,MANCHESTER MEDICAL,4
92.09,14L,01/07/2015,28,1025,P84623,ALEESHAN MEDICAL CENTRE,4
797.34,14L,01/07/2015,200,7764,P84626,WILMSLOW ROAD SURGERY,4
1598.34,14L,01/07/2015,277,11310,P84630,THE ARCH MEDICAL PRACTICE,4
566.26,14L,01/07/2015,95,4552,P84631,ARTANE MEDICAL CENTRE,4
466.66,14L,01/07/2015,107,4903,P84635,THE WHITSWOOD PRACTICE,4
934.01,14L,01/07/2015,129,5567,P84637,DR KHAN'S PRACTICE,4
161.29,14L,01/07/2015,41,1546,P84639,FALLOWFIELD MEDICAL CENTRE,4
562.15,14L,01/07/2015,81,5000,P84640,QUEENS MEDICAL CENTRE,4
900.5,14L,01/07/2015,186,8864,P84644,PARKSIDE SURGERY,4
2402.61,14L,01/07/2015,348,15431,P84645,PARK VIEW MEDICAL CENTRE,4
1404.7,14L,01/07/2015,182,9654,P84650,THE ALEXANDRA PRACTICE,4
456.51,14L,01/07/2015,119,3711,P84651,NORTHERN MOOR MEDICAL PRACTICE,4
1866.07,14L,01/07/2015,282,12888,P84652,CORKLAND ROAD MEDICAL PRACTICE,4
634.08,14L,01/07/2015,116,4394,P84663,THE NEVILLE FAMILY CENTRE,4
281.26,14L,01/07/2015,90,2734,P84665,AL-SHIFA MEDICAL CENTRE,4
1740.1,14L,01/07/2015,294,12130,P84669,CORNBROOK MEDICAL PRACTICE,4
1053.39,14L,01/07/2015,170,5612,P84672,WOODLANDS MEDICAL PRACTICE,4
2580.88,14L,01/07/2015,419,15898,P84673,ANCOATS URBAN VILLAGE MEDICAL PRACTICE,4
682.49,14L,01/07/2015,144,7512,P84676,OSWALD ROAD MEDICAL PRACTICE,4
2970.41,14L,01/07/2015,568,24081,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,4
248.66,14L,01/07/2015,68,2283,P84679,WILLOWBANK SURGERY,4
524.59,14L,01/07/2015,88,4519,P84682,BURNAGE HEALTHCARE PRACTICE,4
921.39,14L,01/07/2015,134,6123,P84683,THE DOC'S SURGERY,4
518.07,14L,01/07/2015,121,6227,P84684,JOLLY MEDICAL CENTRE,4
658.21,14L,01/07/2015,138,7404,P84689,LONGSIGHT MEDICAL PRACTICE,4
597.04,14L,01/07/2015,161,5559,P84690,DAM HEAD MEDICAL CENTRE,4
1847.64,14L,01/07/2015,516,17508,Y00707,PCEC,1
27.42,14L,01/07/2015,7,174,Y01249,BUCCLEUCH LODGE ICF,0
1556.66,14L,01/07/2015,136,5326,Y01695,MP VICTORIA MILL,4
3.06,14L,01/07/2015,1,28,Y01844,EAR & NOSE CLINIC,9
45.4,14L,01/07/2015,14,214,Y02210,INTERMEDIATE CARE,9
49.16,14L,01/07/2015,13,223,Y02211,GORTON PARKS INTERMEDIATE CARE UNIT,9
537.22,14L,01/07/2015,105,4022,Y02325,CHARLESTOWN MD,4
893.07,14L,01/07/2015,39,4306,Y02330,NURSING HOME PROJECT TEAM (SOUTH),14
1738.89,14L,01/07/2015,195,11563,Y02520,SIMPSON MEDICAL PRACTICE,4
2701.12,14L,01/07/2015,485,28399,Y02591,GTD HEALTHCARE GP SERVICE OOH,2
1492.3,14L,01/07/2015,429,14209,Y02849,CITY HEALTH CENTRE,4
2196.2,14L,01/07/2015,373,21296,Y02890,HAWTHORN MC,4
804.9,14L,01/07/2015,164,8605,Y02960,NEW BANK HEALTH,4
41.11,14L,01/07/2015,4,198,Y03328,TURNING POINT SMITHFIELD SERVICE,9
24.69,14L,01/07/2015,5,146,Y04084,PAHNT COMMUNITY SERVICES,9
53.62,14L,01/07/2015,2,300,Y04085,MFT CHILDRENS COMMUNITY SERVICES,9
9.06,14L,01/07/2015,5,357,Y04086,MFT ADULT COMMUNITY SERVICES,9
199.34,14L,01/07/2015,11,977,Y04380,CRISIS RESPONSE TEAM,9
665.82,14L,01/07/2015,151,8429,Y04477,PRIMARY CARE MANCHESTER LIMITED,0
2.17,14L,01/07/2015,2,21,Y04584,INTERMEDIATE CARE (THE PEELE),0
17.63,14L,01/07/2015,7,109,Y04605,SMGPF,9
99.37,14L,01/07/2015,20,827,Y04983,NORTHERN HEALTH HUB 1,0
13.05,14L,01/07/2015,6,298,Y05061,NORTHERN HEALTH GPPO HUB 3,0
2394.43,14L,01/08/2015,313,12449,P84004,FIVE OAKS FAMILIY PRACTICE,4
1261.48,14L,01/08/2015,124,4977,P84005,THE VALLANCE CENTRE,4
1136.98,14L,01/08/2015,222,11302,P84009,AILSA CRAIG MEDICAL CENTRE,4
1272.14,14L,01/08/2015,284,9914,P84010,THE BORCHARDT MEDICAL CENTRE,4
2926.99,14L,01/08/2015,493,24824,P84012,NORTHENDEN GROUP PRACTICE,4
1219.3,14L,01/08/2015,241,7505,P84014,RK MEDICAL PRACTICE,4
1633.15,14L,01/08/2015,259,12364,P84016,LEVENSHULME MEDICAL PRACTICE,4
1889.12,14L,01/08/2015,312,14310,P84017,LADYBARN GROUP PRACTICE,4
630.28,14L,01/08/2015,87,3700,P84018,MAULDETH MEDICAL CENTRE,4
3155.67,14L,01/08/2015,501,19167,P84019,VALENTINE MEDICAL CENTRE,4
2925.75,14L,01/08/2015,427,15482,P84020,PEEL HALL MEDICAL CENTRE,4
1761.75,14L,01/08/2015,345,13329,P84021,THE MAPLES MEDICAL CENTRE,4
1164.56,14L,01/08/2015,242,8894,P84022,KINGSWAY MEDICAL PRACTICE,4
1262.34,14L,01/08/2015,210,8967,P84023,SURREY LODGE PRACTICE,4
2491.9,14L,01/08/2015,477,15338,P84024,BOWLAND MEDICAL PRACTICE,4
1406.91,14L,01/08/2015,325,10995,P84025,ST GEORGE'S MEDICAL CENTRE,4
995.25,14L,01/08/2015,123,6397,P84026,DICKENSON ROAD MEDICAL CENTRE,4
1246.57,14L,01/08/2015,211,8195,P84027,WEST POINT MEDICAL CENTRE,4
2217.33,14L,01/08/2015,495,17303,P84028,GORTON MEDICAL CENTRE,4
3847.75,14L,01/08/2015,612,26172,P84029,BENCHILL MEDICAL PRACTICE,4
4778.7,14L,01/08/2015,502,27024,P84030,NEW COLLEGIATE MEDICAL CENTRE,4
1694.4,14L,01/08/2015,282,13739,P84032,DRS HANIF & BANNURU,4
1213.8,14L,01/08/2015,186,8754,P84033,BEACON MEDICAL CENTRE,4
2536.78,14L,01/08/2015,361,16269,P84034,BARLOW MEDICAL CENTRE,4
2322.73,14L,01/08/2015,456,15791,P84035,BODEY MEDICAL CENTRE,4
829.88,14L,01/08/2015,200,8621,P84037,DR CUNNINGHAM & PARTNERS,4
2629.93,14L,01/08/2015,238,12411,P84038,ASHVILLE SURGERY,4
1157.09,14L,01/08/2015,170,7532,P84039,THE RANGE MEDICAL CENTRE,4
1176.44,14L,01/08/2015,278,9559,P84040,CONRAN MEDICAL CENTRE,4
1936.38,14L,01/08/2015,295,12123,P84041,CORNERSTONE FAMILY PRACTICE,4
1669.76,14L,01/08/2015,319,11670,P84042,FLORENCE HOUSE MEDICAL PRACTICE,4
2074.3,14L,01/08/2015,406,16800,P84043,CORNISHWAY GROUP PRACTICE,4
1424.78,14L,01/08/2015,255,10952,P84045,THE PARK MEDICAL CENTRE,4
4726.81,14L,01/08/2015,450,20538,P84046,CHEETHAM HILL PRIMARY CARE CENTRE,4
995.19,14L,01/08/2015,257,8703,P84047,DROYLSDEN RD FAMILY PRACTICE,4
1693.65,14L,01/08/2015,350,11768,P84048,TREGENNA GROUP PRACTICE,4
4110.22,14L,01/08/2015,669,27499,P84049,THE AVENUE MEDICAL CENTRE,4
1402.31,14L,01/08/2015,252,12152,P84050,MOUNT ROAD SURGERY,4
1150.38,14L,01/08/2015,246,8449,P84051,EASTLANDS MEDICAL CENTRE,4
1413.68,14L,01/08/2015,360,15248,P84052,WEST GORTON MEDICAL PRACTICE,4
1695.22,14L,01/08/2015,272,13743,P84053,ASHCROFT SURGERY,4
1446.66,14L,01/08/2015,326,11246,P84054,WHITLEY ROAD MEDICAL CENTRE,4
897.74,14L,01/08/2015,132,5853,P84055,MERSEYBANK SURGERY,4
835.39,14L,01/08/2015,179,8166,P84056,PRINCESS ROAD SURGERY,4
1536.06,14L,01/08/2015,355,13289,P84059,LIME SQUARE MEDICAL CENTRE,4
1472.68,14L,01/08/2015,193,7275,P84061,BROOKLANDS MEDICAL PRACTICE,4
9.39,14L,01/08/2015,4,170,P84062,BROOKDALE SURGERY,4
708.46,14L,01/08/2015,154,7256,P84064,NEW ISLINGTON MEDICAL CENTRE,4
577.38,14L,01/08/2015,131,5320,P84065,THE SINGH MEDICAL PRACTICE,4
1188.19,14L,01/08/2015,233,9037,P84066,DAVID MEDICAL CENTRE,4
2415.5,14L,01/08/2015,334,17156,P84067,HAZELDENE MEDICAL CENTRE,4
1752.91,14L,01/08/2015,227,10679,P84068,CHORLTON FAMILY PRACTICE,4
1020.84,14L,01/08/2015,202,8238,P84070,NEWTON HEATH MEDICAL CENTRE,4
857.05,14L,01/08/2015,137,5036,P84071,WILBRAHAM SURGERY,4
2023.03,14L,01/08/2015,382,15540,P84072,THE ROBERT DARBISHIRE PRACTICE,4
1810.63,14L,01/08/2015,296,15213,P84074,WELLFIELD MEDICAL CENTRE,4
196.71,14L,01/08/2015,54,1907,P84605,FERNCLOUGH SURGERY,4
834.99,14L,01/08/2015,168,6229,P84611,"DR CHIU, KOH AND GAN",4
1036.04,14L,01/08/2015,189,8791,P84616,MANCHESTER MEDICAL,4
40.77,14L,01/08/2015,13,298,P84623,ALEESHAN MEDICAL CENTRE,4
538.87,14L,01/08/2015,118,4689,P84626,WILMSLOW ROAD SURGERY,4
1952.94,14L,01/08/2015,240,10935,P84630,THE ARCH MEDICAL PRACTICE,4
838.8,14L,01/08/2015,96,4078,P84631,ARTANE MEDICAL CENTRE,4
404.47,14L,01/08/2015,96,4019,P84635,THE WHITSWOOD PRACTICE,4
403.3,14L,01/08/2015,126,4621,P84637,DR KHAN'S PRACTICE,4
277.14,14L,01/08/2015,38,1934,P84639,FALLOWFIELD MEDICAL CENTRE,4
1021.05,14L,01/08/2015,87,5702,P84640,QUEENS MEDICAL CENTRE,4
796.82,14L,01/08/2015,139,5626,P84644,PARKSIDE SURGERY,4
1678.61,14L,01/08/2015,282,11926,P84645,PARK VIEW MEDICAL CENTRE,4
637.23,14L,01/08/2015,140,5653,P84650,THE ALEXANDRA PRACTICE,4
492.88,14L,01/08/2015,113,3327,P84651,NORTHERN MOOR MEDICAL PRACTICE,4
1463.27,14L,01/08/2015,217,8947,P84652,CORKLAND ROAD MEDICAL PRACTICE,4
164.06,14L,01/08/2015,34,1309,P84663,THE NEVILLE FAMILY CENTRE,4
193.09,14L,01/08/2015,73,2286,P84665,AL-SHIFA MEDICAL CENTRE,4
1281.37,14L,01/08/2015,235,9228,P84669,CORNBROOK MEDICAL PRACTICE,4
1182.98,14L,01/08/2015,155,6525,P84672,WOODLANDS MEDICAL PRACTICE,4
2193.47,14L,01/08/2015,375,11640,P84673,ANCOATS URBAN VILLAGE MEDICAL PRACTICE,4
559.56,14L,01/08/2015,121,5240,P84676,OSWALD ROAD MEDICAL PRACTICE,4
2945.37,14L,01/08/2015,540,23109,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,4
125.49,14L,01/08/2015,40,1199,P84679,WILLOWBANK SURGERY,4
909.25,14L,01/08/2015,92,4791,P84682,BURNAGE HEALTHCARE PRACTICE,4
1007.2,14L,01/08/2015,148,6534,P84683,THE DOC'S SURGERY,4
835.39,14L,01/08/2015,109,5341,P84684,JOLLY MEDICAL CENTRE,4
429.98,14L,01/08/2015,118,6251,P84689,LONGSIGHT MEDICAL PRACTICE,4
572.82,14L,01/08/2015,112,3256,P84690,DAM HEAD MEDICAL CENTRE,4
1.13,14L,01/08/2015,1,100,P84696,COMMUNITY PAEDIATRICIANS,9
2287.51,14L,01/08/2015,564,19699,Y00707,PCEC,1
16.6,14L,01/08/2015,4,86,Y01249,BUCCLEUCH LODGE ICF,0
456.44,14L,01/08/2015,115,4210,Y01695,MP VICTORIA MILL,4
21.32,14L,01/08/2015,8,152,Y02210,INTERMEDIATE CARE,9
80.9,14L,01/08/2015,14,354,Y02211,GORTON PARKS INTERMEDIATE CARE UNIT,9
382.65,14L,01/08/2015,97,3579,Y02325,CHARLESTOWN MD,4
612.85,14L,01/08/2015,36,5446,Y02330,NURSING HOME PROJECT TEAM (SOUTH),14
1112.79,14L,01/08/2015,167,8534,Y02520,SIMPSON MEDICAL PRACTICE,4
2922.01,14L,01/08/2015,486,25367,Y02591,GTD HEALTHCARE GP SERVICE OOH,2
1971.08,14L,01/08/2015,443,15989,Y02849,CITY HEALTH CENTRE,4
1763.27,14L,01/08/2015,333,16731,Y02890,HAWTHORN MC,4
782.26,14L,01/08/2015,160,8831,Y02960,NEW BANK HEALTH,4
10.64,14L,01/08/2015,2,48,Y03328,TURNING POINT SMITHFIELD SERVICE,9
3.51,14L,01/08/2015,1,200,Y04084,PAHNT COMMUNITY SERVICES,9
15.43,14L,01/08/2015,2,256,Y04085,MFT CHILDRENS COMMUNITY SERVICES,9
9.35,14L,01/08/2015,4,126,Y04086,MFT ADULT COMMUNITY SERVICES,9
48.28,14L,01/08/2015,6,1566,Y04380,CRISIS RESPONSE TEAM,9
633.63,14L,01/08/2015,155,6976,Y04477,PRIMARY CARE MANCHESTER LIMITED,0
8.59,14L,01/08/2015,3,90,Y04584,INTERMEDIATE CARE (THE PEELE),0
5.13,14L,01/08/2015,3,37,Y04605,SMGPF,9
