date,row_id,row_name,total_list_size
2015-09-01,P84017,LADYBARN GROUP PRACTICE,10270
2015-09-01,P84018,MAULDETH MEDICAL CENTRE,5730
2015-09-01,P84019,VALENTINE MEDICAL CENTRE,10453
2015-09-01,P84020,PEEL HALL MEDICAL CENTRE,8372
2015-09-01,P84021,THE MAPLES MEDICAL CENTRE,7795
2015-09-01,P84022,KINGSWAY MEDICAL PRACTICE,5797
2015-09-01,P84023,SURREY LODGE PRACTICE,8156
2015-09-01,P84024,BOWLAND MEDICAL PRACTICE,7597
2015-09-01,P84025,ST GEORGE'S MEDICAL CENTRE,7027
2015-09-01,P84026,DICKENSON ROAD MEDICAL CENTRE,6478
2015-09-01,P84027,WEST POINT MEDICAL CENTRE,7212
2015-09-01,P84028,GORTON MEDICAL CENTRE,8326
2015-09-01,P84029,BENCHILL MEDICAL PRACTICE,9557
2015-09-01,P84030,NEW COLLEGIATE MEDICAL CENTRE,13151
2015-09-01,P84032,DRS HANIF & BANNURU,6483
2015-09-01,P84033,BEACON MEDICAL CENTRE,3758
2015-09-01,P84034,BARLOW MEDICAL CENTRE,13507
2015-09-01,P84035,BODEY MEDICAL CENTRE,16479
2015-09-01,P84037,DR CUNNINGHAM & PARTNERS,6755
2015-09-01,P84038,ASHVILLE SURGERY,8197
2015-09-01,P84039,THE RANGE MEDICAL CENTRE,8180
2015-09-01,P84040,CONRAN MEDICAL CENTRE,5211
2015-09-01,P84041,CORNERSTONE FAMILY PRACTICE,6267
2015-09-01,P84042,FLORENCE HOUSE MEDICAL PRACTICE,8160
2015-09-01,P84043,CORNISHWAY GROUP PRACTICE,8900
2015-09-01,P84045,THE PARK MEDICAL CENTRE,5113
2015-09-01,P84046,CHEETHAM HILL PRIMARY CARE CENTRE,10006
2015-09-01,P84047,DROYLSDEN RD FAMILY PRACTICE,4738
2015-09-01,P84048,TREGENNA GROUP PRACTICE,6577
2015-09-01,P84049,THE AVENUE MEDICAL CENTRE,10057
2015-09-01,P84050,MOUNT ROAD SURGERY,7403
2015-09-01,P84051,EASTLANDS MEDICAL CENTRE,5360
2015-09-01,P84052,WEST GORTON MEDICAL PRACTICE,6434
2015-09-01,P84053,ASHCROFT SURGERY,8000
2015-09-01,P84054,WHITLEY ROAD MEDICAL CENTRE,6628
2015-09-01,P84055,MERSEYBANK SURGERY,2586
2015-09-01,P84056,PRINCESS ROAD SURGERY,4531
2015-09-01,P84059,LIME SQUARE MEDICAL CENTRE,5865
2015-09-01,P84061,BROOKLANDS MEDICAL PRACTICE,5671
2015-09-01,P84062,BROOKDALE SURGERY,2753
2015-09-01,P84064,NEW ISLINGTON MEDICAL CENTRE,3994
2015-09-01,P84065,THE SINGH MEDICAL PRACTICE,3709
2015-09-01,P84066,DAVID MEDICAL CENTRE,4151
2015-09-01,P84067,HAZELDENE MEDICAL CENTRE,6591
2015-09-01,P84068,CHORLTON FAMILY PRACTICE,9863
2015-09-01,P84070,NEWTON HEATH MEDICAL CENTRE,5639
2015-09-01,P84071,WILBRAHAM SURGERY,4136
2015-09-01,P84072,THE ROBERT DARBISHIRE PRACTICE,18815
2015-09-01,P84074,WELLFIELD MEDICAL CENTRE,9655
2015-09-01,P84605,FERNCLOUGH SURGERY,2128
2015-09-01,P84611,"DR CHIU, KOH AND GAN",5808
2015-09-01,P84616,MANCHESTER MEDICAL,6641
2015-09-01,P84623,ALEESHAN MEDICAL CENTRE,1299
2015-09-01,P84626,WILMSLOW ROAD SURGERY,4520
2015-09-01,P84627,DR TIWARI'S PRACTICE,444
2015-09-01,P84630,THE ARCH MEDICAL PRACTICE,12766
2015-09-01,P84631,ARTANE MEDICAL CENTRE,2069
2015-09-01,P84635,THE WHITSWOOD PRACTICE,3561
2015-09-01,P84637,DR KHAN'S PRACTICE,2608
2015-09-01,P84639,FALLOWFIELD MEDICAL CENTRE,2116
2015-09-01,P84640,QUEENS MEDICAL CENTRE,3037
2015-09-01,P84644,PARKSIDE SURGERY,4051
2015-09-01,P84645,PARK VIEW MEDICAL CENTRE,6335
2015-09-01,P84650,THE ALEXANDRA PRACTICE,5720
2015-09-01,P84651,NORTHERN MOOR MEDICAL PRACTICE,3030
2015-09-01,P84652,CORKLAND ROAD MEDICAL PRACTICE,7117
2015-09-01,P84663,THE NEVILLE FAMILY CENTRE,3906
2015-09-01,P84665,AL-SHIFA MEDICAL CENTRE,2790
2015-09-01,P84669,CORNBROOK MEDICAL PRACTICE,10397
2015-09-01,P84672,WOODLANDS MEDICAL PRACTICE,3128
2015-09-01,P84673,ANCOATS URBAN VILLAGE MEDICAL PRACTICE,9859
2015-09-01,P84676,OSWALD ROAD MEDICAL PRACTICE,4447
2015-09-01,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,13171
2015-09-01,P84679,WILLOWBANK SURGERY,1686
2015-09-01,P84682,BURNAGE HEALTHCARE PRACTICE,2289
2015-09-01,P84683,THE DOC'S SURGERY,6542
2015-09-01,P84684,JOLLY MEDICAL CENTRE,3158
2015-09-01,P84689,LONGSIGHT MEDICAL PRACTICE,4804
2015-09-01,P84690,DAM HEAD MEDICAL CENTRE,2687
2015-09-01,Y01695,MP VICTORIA MILL,2427
2015-09-01,Y02325,CHARLESTOWN MD,3347
2015-09-01,Y02520,SIMPSON MEDICAL PRACTICE,5187
2015-09-01,Y02849,CITY HEALTH CENTRE,7840
2015-09-01,Y02890,HAWTHORN MC,4493
2015-09-01,Y02960,NEW BANK HEALTH,4944
2015-10-01,P84004,FIVE OAKS FAMILIY PRACTICE,8927
2015-10-01,P84005,THE VALLANCE CENTRE,6867
2015-10-01,P84009,AILSA CRAIG MEDICAL CENTRE,9540
2015-10-01,P84010,THE BORCHARDT MEDICAL CENTRE,10851
2015-10-01,P84012,NORTHENDEN GROUP PRACTICE,10740
2015-10-01,P84014,RK MEDICAL PRACTICE,4287
2015-10-01,P84016,LEVENSHULME MEDICAL PRACTICE,7113
2015-10-01,P84017,LADYBARN GROUP PRACTICE,10340
2015-10-01,P84018,MAULDETH MEDICAL CENTRE,6536
2015-10-01,P84019,VALENTINE MEDICAL CENTRE,10425
2015-10-01,P84020,PEEL HALL MEDICAL CENTRE,8446
2015-10-01,P84021,THE MAPLES MEDICAL CENTRE,7945
2015-10-01,P84022,KINGSWAY MEDICAL PRACTICE,5864
2015-10-01,P84023,SURREY LODGE PRACTICE,8279
2015-10-01,P84024,BOWLAND MEDICAL PRACTICE,7618
2015-10-01,P84025,ST GEORGE'S MEDICAL CENTRE,6942
2015-10-01,P84026,DICKENSON ROAD MEDICAL CENTRE,6542
2015-10-01,P84027,WEST POINT MEDICAL CENTRE,7226
2015-10-01,P84028,GORTON MEDICAL CENTRE,8312
2015-10-01,P84029,BENCHILL MEDICAL PRACTICE,9618
2015-10-01,P84030,NEW COLLEGIATE MEDICAL CENTRE,13163
2015-10-01,P84032,DRS HANIF & BANNURU,6525
2015-10-01,P84033,BEACON MEDICAL CENTRE,3781
2015-10-01,P84034,BARLOW MEDICAL CENTRE,13633
2015-10-01,P84035,BODEY MEDICAL CENTRE,16874
2015-10-01,P84037,DR CUNNINGHAM & PARTNERS,6824
2015-10-01,P84038,ASHVILLE SURGERY,8316
2015-10-01,P84039,THE RANGE MEDICAL CENTRE,8230
2015-10-01,P84040,CONRAN MEDICAL CENTRE,5313
2015-10-01,P84041,CORNERSTONE FAMILY PRACTICE,6347
2015-10-01,P84042,FLORENCE HOUSE MEDICAL PRACTICE,8293
2015-10-01,P84043,CORNISHWAY GROUP PRACTICE,8909
2015-10-01,P84045,THE PARK MEDICAL CENTRE,5100
2015-10-01,P84046,CHEETHAM HILL PRIMARY CARE CENTRE,10232
2015-10-01,P84047,DROYLSDEN RD FAMILY PRACTICE,4729
2015-10-01,P84048,TREGENNA GROUP PRACTICE,6594
2015-10-01,P84049,THE AVENUE MEDICAL CENTRE,10061
2015-10-01,P84050,MOUNT ROAD SURGERY,7489
2015-10-01,P84051,EASTLANDS MEDICAL CENTRE,5356
2015-10-01,P84052,WEST GORTON MEDICAL PRACTICE,6453
2015-10-01,P84053,ASHCROFT SURGERY,7949
2015-10-01,P84054,WHITLEY ROAD MEDICAL CENTRE,6613
2015-10-01,P84055,MERSEYBANK SURGERY,2589
2015-10-01,P84056,PRINCESS ROAD SURGERY,4446
2015-10-01,P84059,LIME SQUARE MEDICAL CENTRE,5958
2015-10-01,P84061,BROOKLANDS MEDICAL PRACTICE,5774
2015-10-01,P84062,BROOKDALE SURGERY,2693
2015-10-01,P84064,NEW ISLINGTON MEDICAL CENTRE,4098
2015-10-01,P84065,THE SINGH MEDICAL PRACTICE,3756
2015-10-01,P84066,DAVID MEDICAL CENTRE,4172
2015-10-01,P84067,HAZELDENE MEDICAL CENTRE,6638
2015-10-01,P84068,CHORLTON FAMILY PRACTICE,10042
2015-10-01,P84070,NEWTON HEATH MEDICAL CENTRE,5799
2015-10-01,P84071,WILBRAHAM SURGERY,4084
2015-10-01,P84072,THE ROBERT DARBISHIRE PRACTICE,20539
2015-10-01,P84074,WELLFIELD MEDICAL CENTRE,9739
2015-10-01,P84605,FERNCLOUGH SURGERY,2125
2015-10-01,P84611,"DR CHIU, KOH AND GAN",5814
2015-10-01,P84616,MANCHESTER MEDICAL,6776
2015-10-01,P84623,ALEESHAN MEDICAL CENTRE,1273
2015-10-01,P84626,WILMSLOW ROAD SURGERY,4517
2015-10-01,P84627,DR TIWARI'S PRACTICE,374
2015-10-01,P84630,THE ARCH MEDICAL PRACTICE,13397
2015-10-01,P84631,ARTANE MEDICAL CENTRE,2131
2015-10-01,P84635,THE WHITSWOOD PRACTICE,3598
2015-10-01,P84637,DR KHAN'S PRACTICE,2614
2015-10-01,P84639,FALLOWFIELD MEDICAL CENTRE,2084
2015-10-01,P84640,QUEENS MEDICAL CENTRE,2972
2015-10-01,P84644,PARKSIDE SURGERY,4113
2015-10-01,P84645,PARK VIEW MEDICAL CENTRE,6361
2015-10-01,P84650,THE ALEXANDRA PRACTICE,5651
2015-10-01,P84651,NORTHERN MOOR MEDICAL PRACTICE,3085
2015-10-01,P84652,CORKLAND ROAD MEDICAL PRACTICE,7250
2015-10-01,P84663,THE NEVILLE FAMILY CENTRE,3875
2015-10-01,P84665,AL-SHIFA MEDICAL CENTRE,2795
2015-10-01,P84669,CORNBROOK MEDICAL PRACTICE,10567
2015-10-01,P84672,WOODLANDS MEDICAL PRACTICE,3156
2015-10-01,P84673,ANCOATS URBAN VILLAGE MEDICAL PRACTICE,9955
2015-10-01,P84676,OSWALD ROAD MEDICAL PRACTICE,4375
2015-10-01,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,13290
2015-10-01,P84679,WILLOWBANK SURGERY,1683
2015-10-01,P84682,BURNAGE HEALTHCARE PRACTICE,2280
2015-10-01,P84683,THE DOC'S SURGERY,6714
2015-10-01,P84684,JOLLY MEDICAL CENTRE,3163
2015-10-01,P84689,LONGSIGHT MEDICAL PRACTICE,4833
2015-10-01,P84690,DAM HEAD MEDICAL CENTRE,2699
2015-10-01,Y01695,MP VICTORIA MILL,2423
2015-10-01,Y02325,CHARLESTOWN MD,3423
2015-10-01,Y02520,SIMPSON MEDICAL PRACTICE,5384
2015-10-01,Y02849,CITY HEALTH CENTRE,7980
2015-10-01,Y02890,HAWTHORN MC,4716
2015-10-01,Y02960,NEW BANK HEALTH,5200
2015-11-01,P84004,FIVE OAKS FAMILIY PRACTICE,8927
2015-11-01,P84005,THE VALLANCE CENTRE,6867
2015-11-01,P84009,AILSA CRAIG MEDICAL CENTRE,9540
2015-11-01,P84010,THE BORCHARDT MEDICAL CENTRE,10851
2015-11-01,P84012,NORTHENDEN GROUP PRACTICE,10740
2015-11-01,P84014,RK MEDICAL PRACTICE,4287
2015-11-01,P84016,LEVENSHULME MEDICAL PRACTICE,7113
2015-11-01,P84017,LADYBARN GROUP PRACTICE,10340
2015-11-01,P84018,MAULDETH MEDICAL CENTRE,6536
2015-11-01,P84019,VALENTINE MEDICAL CENTRE,10425
2015-11-01,P84020,PEEL HALL MEDICAL CENTRE,8446
2015-11-01,P84021,THE MAPLES MEDICAL CENTRE,7945
2015-11-01,P84022,KINGSWAY MEDICAL PRACTICE,5864
2015-11-01,P84023,SURREY LODGE PRACTICE,8279
2015-11-01,P84024,BOWLAND MEDICAL PRACTICE,7618
2015-11-01,P84025,ST GEORGE'S MEDICAL CENTRE,6942
2015-11-01,P84026,DICKENSON ROAD MEDICAL CENTRE,6542
2015-11-01,P84027,WEST POINT MEDICAL CENTRE,7226
2015-11-01,P84028,GORTON MEDICAL CENTRE,8312
2015-11-01,P84029,BENCHILL MEDICAL PRACTICE,9618
2015-11-01,P84030,NEW COLLEGIATE MEDICAL CENTRE,13163
2015-11-01,P84032,DRS HANIF & BANNURU,6525
2015-11-01,P84033,BEACON MEDICAL CENTRE,3781
2015-11-01,P84034,BARLOW MEDICAL CENTRE,13633
2015-11-01,P84035,BODEY MEDICAL CENTRE,16874
2015-11-01,P84037,DR CUNNINGHAM & PARTNERS,6824
2015-11-01,P84038,ASHVILLE SURGERY,8316
2015-11-01,P84039,THE RANGE MEDICAL CENTRE,8230
2015-11-01,P84040,CONRAN MEDICAL CENTRE,5313
2015-11-01,P84041,CORNERSTONE FAMILY PRACTICE,6347
2015-11-01,P84042,FLORENCE HOUSE MEDICAL PRACTICE,8293
2015-11-01,P84043,CORNISHWAY GROUP PRACTICE,8909
2015-11-01,P84045,THE PARK MEDICAL CENTRE,5100
2015-11-01,P84046,CHEETHAM HILL PRIMARY CARE CENTRE,10232
2015-11-01,P84047,DROYLSDEN RD FAMILY PRACTICE,4729
2015-11-01,P84048,TREGENNA GROUP PRACTICE,6594
2015-11-01,P84049,THE AVENUE MEDICAL CENTRE,10061
2015-11-01,P84050,MOUNT ROAD SURGERY,7489
2015-11-01,P84051,EASTLANDS MEDICAL CENTRE,5356
2015-11-01,P84052,WEST GORTON MEDICAL PRACTICE,6453
2015-11-01,P84053,ASHCROFT SURGERY,7949
2015-11-01,P84054,WHITLEY ROAD MEDICAL CENTRE,6613
2015-11-01,P84055,MERSEYBANK SURGERY,2589
2015-11-01,P84056,PRINCESS ROAD SURGERY,4446
2015-11-01,P84059,LIME SQUARE MEDICAL CENTRE,5958
2015-11-01,P84061,BROOKLANDS MEDICAL PRACTICE,5774
2015-11-01,P84062,BROOKDALE SURGERY,2693
2015-11-01,P84064,NEW ISLINGTON MEDICAL CENTRE,4098
2015-11-01,P84065,THE SINGH MEDICAL PRACTICE,3756
2015-11-01,P84066,DAVID MEDICAL CENTRE,4172
2015-11-01,P84067,HAZELDENE MEDICAL CENTRE,6638
2015-11-01,P84068,CHORLTON FAMILY PRACTICE,10042
2015-11-01,P84070,NEWTON HEATH MEDICAL CENTRE,5799
2015-11-01,P84071,WILBRAHAM SURGERY,4084
2015-11-01,P84072,THE ROBERT DARBISHIRE PRACTICE,20539
2015-11-01,P84074,WELLFIELD MEDICAL CENTRE,9739
2015-11-01,P84605,FERNCLOUGH SURGERY,2125
2015-11-01,P84611,"DR CHIU, KOH AND GAN",5814
2015-11-01,P84616,MANCHESTER MEDICAL,6776
2015-11-01,P84623,ALEESHAN MEDICAL CENTRE,1273
2015-11-01,P84626,WILMSLOW ROAD SURGERY,4517
2015-11-01,P84627,DR TIWARI'S PRACTICE,374
2015-11-01,P84630,THE ARCH MEDICAL PRACTICE,13397
2015-11-01,P84631,ARTANE MEDICAL CENTRE,2131
2015-11-01,P84635,THE WHITSWOOD PRACTICE,3598
2015-11-01,P84637,DR KHAN'S PRACTICE,2614
2015-11-01,P84639,FALLOWFIELD MEDICAL CENTRE,2084
2015-11-01,P84640,QUEENS MEDICAL CENTRE,2972
2015-11-01,P84644,PARKSIDE SURGERY,4113
2015-11-01,P84645,PARK VIEW MEDICAL CENTRE,6361
2015-11-01,P84650,THE ALEXANDRA PRACTICE,5651
2015-11-01,P84651,NORTHERN MOOR MEDICAL PRACTICE,3085
2015-11-01,P84652,CORKLAND ROAD MEDICAL PRACTICE,7250
2015-11-01,P84663,THE NEVILLE FAMILY CENTRE,3875
2015-11-01,P84665,AL-SHIFA MEDICAL CENTRE,2795
2015-11-01,P84669,CORNBROOK MEDICAL PRACTICE,10567
2015-11-01,P84672,WOODLANDS MEDICAL PRACTICE,3156
2015-11-01,P84673,ANCOATS URBAN VILLAGE MEDICAL PRACTICE,9955
2015-11-01,P84676,OSWALD ROAD MEDICAL PRACTICE,4375
2015-11-01,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,13290
2015-11-01,P84679,WILLOWBANK SURGERY,1683
2015-11-01,P84682,BURNAGE HEALTHCARE PRACTICE,2280
2015-11-01,P84683,THE DOC'S SURGERY,6714
2015-11-01,P84684,JOLLY MEDICAL CENTRE,3163
2015-11-01,P84689,LONGSIGHT MEDICAL PRACTICE,4833
2015-11-01,P84690,DAM HEAD MEDICAL CENTRE,2699
2015-11-01,Y01695,MP VICTORIA MILL,2423
2015-11-01,Y02325,CHARLESTOWN MD,3423
2015-11-01,Y02520,SIMPSON MEDICAL PRACTICE,5384
2015-11-01,Y02849,CITY HEALTH CENTRE,7980
2015-11-01,Y02890,HAWTHORN MC,4716
2015-11-01,Y02960,NEW BANK HEALTH,5200
2015-12-01,P84004,FIVE OAKS FAMILIY PRACTICE,8927
2015-12-01,P84005,THE VALLANCE CENTRE,6867
2015-12-01,P84009,AILSA CRAIG MEDICAL CENTRE,9540
2015-12-01,P84010,THE BORCHARDT MEDICAL CENTRE,10851
2015-12-01,P84012,NORTHENDEN GROUP PRACTICE,10740
2015-12-01,P84014,RK MEDICAL PRACTICE,4287
2015-12-01,P84016,LEVENSHULME MEDICAL PRACTICE,7113
2015-12-01,P84017,LADYBARN GROUP PRACTICE,10340
2015-12-01,P84018,MAULDETH MEDICAL CENTRE,6536
2015-12-01,P84019,VALENTINE MEDICAL CENTRE,10425
2015-12-01,P84020,PEEL HALL MEDICAL CENTRE,8446
2015-12-01,P84021,THE MAPLES MEDICAL CENTRE,7945
2015-12-01,P84022,KINGSWAY MEDICAL PRACTICE,5864
2015-12-01,P84023,SURREY LODGE PRACTICE,8279
2015-12-01,P84024,BOWLAND MEDICAL PRACTICE,7618
2015-12-01,P84025,ST GEORGE'S MEDICAL CENTRE,6942
2015-12-01,P84026,DICKENSON ROAD MEDICAL CENTRE,6542
2015-12-01,P84027,WEST POINT MEDICAL CENTRE,7226
2015-12-01,P84028,GORTON MEDICAL CENTRE,8312
2015-12-01,P84029,BENCHILL MEDICAL PRACTICE,9618
2015-12-01,P84030,NEW COLLEGIATE MEDICAL CENTRE,13163
2015-12-01,P84032,DRS HANIF & BANNURU,6525
2015-12-01,P84033,BEACON MEDICAL CENTRE,3781
2015-12-01,P84034,BARLOW MEDICAL CENTRE,13633
2015-12-01,P84035,BODEY MEDICAL CENTRE,16874
2015-12-01,P84037,DR CUNNINGHAM & PARTNERS,6824
2015-12-01,P84038,ASHVILLE SURGERY,8316
2015-12-01,P84039,THE RANGE MEDICAL CENTRE,8230
2015-12-01,P84040,CONRAN MEDICAL CENTRE,5313
2015-12-01,P84041,CORNERSTONE FAMILY PRACTICE,6347
2015-12-01,P84042,FLORENCE HOUSE MEDICAL PRACTICE,8293
2015-12-01,P84043,CORNISHWAY GROUP PRACTICE,8909
2015-12-01,P84045,THE PARK MEDICAL CENTRE,5100
2015-12-01,P84046,CHEETHAM HILL PRIMARY CARE CENTRE,10232
2015-12-01,P84047,DROYLSDEN RD FAMILY PRACTICE,4729
2015-12-01,P84048,TREGENNA GROUP PRACTICE,6594
2015-12-01,P84049,THE AVENUE MEDICAL CENTRE,10061
2015-12-01,P84050,MOUNT ROAD SURGERY,7489
2015-12-01,P84051,EASTLANDS MEDICAL CENTRE,5356
2015-12-01,P84052,WEST GORTON MEDICAL PRACTICE,6453
2015-12-01,P84053,ASHCROFT SURGERY,7949
2015-12-01,P84054,WHITLEY ROAD MEDICAL CENTRE,6613
2015-12-01,P84055,MERSEYBANK SURGERY,2589
2015-12-01,P84056,PRINCESS ROAD SURGERY,4446
2015-12-01,P84059,LIME SQUARE MEDICAL CENTRE,5958
2015-12-01,P84061,BROOKLANDS MEDICAL PRACTICE,5774
2015-12-01,P84062,BROOKDALE SURGERY,2693
2015-12-01,P84064,NEW ISLINGTON MEDICAL CENTRE,4098
2015-12-01,P84065,THE SINGH MEDICAL PRACTICE,3756
2015-12-01,P84066,DAVID MEDICAL CENTRE,4172
2015-12-01,P84067,HAZELDENE MEDICAL CENTRE,6638
2015-12-01,P84068,CHORLTON FAMILY PRACTICE,10042
2015-12-01,P84070,NEWTON HEATH MEDICAL CENTRE,5799
2015-12-01,P84071,WILBRAHAM SURGERY,4084
2015-12-01,P84072,THE ROBERT DARBISHIRE PRACTICE,20539
2015-12-01,P84074,WELLFIELD MEDICAL CENTRE,9739
2015-12-01,P84605,FERNCLOUGH SURGERY,2125
2015-12-01,P84611,"DR CHIU, KOH AND GAN",5814
2015-12-01,P84616,MANCHESTER MEDICAL,6776
2015-12-01,P84623,ALEESHAN MEDICAL CENTRE,1273
2015-12-01,P84626,WILMSLOW ROAD SURGERY,4517
2015-12-01,P84627,DR TIWARI'S PRACTICE,374
2015-12-01,P84630,THE ARCH MEDICAL PRACTICE,13397
2015-12-01,P84631,ARTANE MEDICAL CENTRE,2131
2015-12-01,P84635,THE WHITSWOOD PRACTICE,3598
2015-12-01,P84637,DR KHAN'S PRACTICE,2614
2015-12-01,P84639,FALLOWFIELD MEDICAL CENTRE,2084
2015-12-01,P84640,QUEENS MEDICAL CENTRE,2972
2015-12-01,P84644,PARKSIDE SURGERY,4113
2015-12-01,P84645,PARK VIEW MEDICAL CENTRE,6361
2015-12-01,P84650,THE ALEXANDRA PRACTICE,5651
2015-12-01,P84651,NORTHERN MOOR MEDICAL PRACTICE,3085
2015-12-01,P84652,CORKLAND ROAD MEDICAL PRACTICE,7250
2015-12-01,P84663,THE NEVILLE FAMILY CENTRE,3875
2015-12-01,P84665,AL-SHIFA MEDICAL CENTRE,2795
2015-12-01,P84669,CORNBROOK MEDICAL PRACTICE,10567
2015-12-01,P84672,WOODLANDS MEDICAL PRACTICE,3156
2015-12-01,P84673,ANCOATS URBAN VILLAGE MEDICAL PRACTICE,9955
2015-12-01,P84676,OSWALD ROAD MEDICAL PRACTICE,4375
2015-12-01,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,13290
2015-12-01,P84679,WILLOWBANK SURGERY,1683
2015-12-01,P84682,BURNAGE HEALTHCARE PRACTICE,2280
2015-12-01,P84683,THE DOC'S SURGERY,6714
2015-12-01,P84684,JOLLY MEDICAL CENTRE,3163
2015-12-01,P84689,LONGSIGHT MEDICAL PRACTICE,4833
2015-12-01,P84690,DAM HEAD MEDICAL CENTRE,2699
2015-12-01,Y01695,MP VICTORIA MILL,2423
2015-12-01,Y02325,CHARLESTOWN MD,3423
2015-12-01,Y02520,SIMPSON MEDICAL PRACTICE,5384
2015-12-01,Y02849,CITY HEALTH CENTRE,7980
2015-12-01,Y02890,HAWTHORN MC,4716
2015-12-01,Y02960,NEW BANK HEALTH,5200
2016-01-01,P84004,FIVE OAKS FAMILIY PRACTICE,8953
2016-01-01,P84005,THE VALLANCE CENTRE,6728
2016-01-01,P84009,AILSA CRAIG MEDICAL CENTRE,9569
2016-01-01,P84010,THE BORCHARDT MEDICAL CENTRE,10763
2016-01-01,P84012,NORTHENDEN GROUP PRACTICE,10651
2016-01-01,P84014,RK MEDICAL PRACTICE,4307
2016-01-01,P84016,LEVENSHULME MEDICAL PRACTICE,7123
2016-01-01,P84017,LADYBARN GROUP PRACTICE,10372
2016-01-01,P84018,MAULDETH MEDICAL CENTRE,6463
2016-01-01,P84019,VALENTINE MEDICAL CENTRE,10381
2016-01-01,P84020,PEEL HALL MEDICAL CENTRE,8455
2016-01-01,P84021,THE MAPLES MEDICAL CENTRE,8166
2016-01-01,P84022,KINGSWAY MEDICAL PRACTICE,5891
2016-01-01,P84023,SURREY LODGE PRACTICE,8325
2016-01-01,P84024,BOWLAND MEDICAL PRACTICE,7599
2016-01-01,P84025,ST GEORGE'S MEDICAL CENTRE,6907
2016-01-01,P84026,DICKENSON ROAD MEDICAL CENTRE,6553
2016-01-01,P84027,WEST POINT MEDICAL CENTRE,7231
2016-01-01,P84028,GORTON MEDICAL CENTRE,8244
2016-01-01,P84029,BENCHILL MEDICAL PRACTICE,9626
2016-01-01,P84030,NEW COLLEGIATE MEDICAL CENTRE,13151
2016-01-01,P84032,DRS HANIF & BANNURU,6545
2016-01-01,P84033,BEACON MEDICAL CENTRE,3786
2016-01-01,P84034,BARLOW MEDICAL CENTRE,13752
2016-01-01,P84035,BODEY MEDICAL CENTRE,17057
2016-01-01,P84037,DR CUNNINGHAM & PARTNERS,6867
2016-01-01,P84038,ASHVILLE SURGERY,8413
2016-01-01,P84039,THE RANGE MEDICAL CENTRE,8149
2016-01-01,P84040,CONRAN MEDICAL CENTRE,5369
2016-01-01,P84041,CORNERSTONE FAMILY PRACTICE,6438
2016-01-01,P84042,FLORENCE HOUSE MEDICAL PRACTICE,8387
2016-01-01,P84043,CORNISHWAY GROUP PRACTICE,8888
2016-01-01,P84045,THE PARK MEDICAL CENTRE,5089
2016-01-01,P84046,CHEETHAM HILL PRIMARY CARE CENTRE,10394
2016-01-01,P84047,DROYLSDEN RD FAMILY PRACTICE,4711
2016-01-01,P84048,TREGENNA GROUP PRACTICE,6578
2016-01-01,P84049,THE AVENUE MEDICAL CENTRE,10110
2016-01-01,P84050,MOUNT ROAD SURGERY,7491
2016-01-01,P84051,EASTLANDS MEDICAL CENTRE,5375
2016-01-01,P84052,WEST GORTON MEDICAL PRACTICE,6427
2016-01-01,P84053,ASHCROFT SURGERY,7973
2016-01-01,P84054,WHITLEY ROAD MEDICAL CENTRE,6604
2016-01-01,P84055,MERSEYBANK SURGERY,2593
2016-01-01,P84056,PRINCESS ROAD SURGERY,4422
2016-01-01,P84059,LIME SQUARE MEDICAL CENTRE,6001
2016-01-01,P84061,BROOKLANDS MEDICAL PRACTICE,5816
2016-01-01,P84062,BROOKDALE SURGERY,2637
2016-01-01,P84064,NEW ISLINGTON MEDICAL CENTRE,4190
2016-01-01,P84065,THE SINGH MEDICAL PRACTICE,3769
2016-01-01,P84066,DAVID MEDICAL CENTRE,4150
2016-01-01,P84067,HAZELDENE MEDICAL CENTRE,6614
2016-01-01,P84068,CHORLTON FAMILY PRACTICE,10183
2016-01-01,P84070,NEWTON HEATH MEDICAL CENTRE,5898
2016-01-01,P84071,WILBRAHAM SURGERY,4080
2016-01-01,P84072,THE ROBERT DARBISHIRE PRACTICE,20524
2016-01-01,P84074,WELLFIELD MEDICAL CENTRE,9741
2016-01-01,P84605,FERNCLOUGH SURGERY,2095
2016-01-01,P84611,"DR CHIU, KOH AND GAN",5880
2016-01-01,P84616,MANCHESTER MEDICAL,6839
2016-01-01,P84623,ALEESHAN MEDICAL CENTRE,1270
2016-01-01,P84626,WILMSLOW ROAD SURGERY,4512
2016-01-01,P84630,THE ARCH MEDICAL PRACTICE,14620
2016-01-01,P84631,ARTANE MEDICAL CENTRE,2234
2016-01-01,P84635,THE WHITSWOOD PRACTICE,3627
2016-01-01,P84637,DR KHAN'S PRACTICE,2603
2016-01-01,P84639,FALLOWFIELD MEDICAL CENTRE,2079
2016-01-01,P84640,QUEENS MEDICAL CENTRE,2905
2016-01-01,P84644,PARKSIDE SURGERY,4179
2016-01-01,P84645,PARK VIEW MEDICAL CENTRE,6321
2016-01-01,P84650,THE ALEXANDRA PRACTICE,5653
2016-01-01,P84651,NORTHERN MOOR MEDICAL PRACTICE,3168
2016-01-01,P84652,CORKLAND ROAD MEDICAL PRACTICE,7337
